"product_code","product_description","unit","country","quantity","value","page","column"
"0019000","VEAL, FRESH, CHILLED, OR FROZEN-LB","LB","DENMARK",100.0,59.0,1,"b"
"0019000","VEAL, FRESH, CHILLED, OR FROZEN-LB","LB","AUSTRAL",232.0,53.0,1,"b"
"0019000","VEAL, FRESH, CHILLED, OR FROZEN-LB","LB","N ZEAL",8955.0,2182.0,1,"b"
"0019000","VEAL, FRESH, CHILLED, OR FROZEN-LB","LB","TOTAL",7298465.0,3858193.0,1,"b"
"0020100","PORK. FRESH OR CHILLED-LB","LB","CANADA",5106065.0,1967592.0,1,"b"
"0020100","PORK. FRESH OR CHILLED-LB","LB","DOM REP",41873.0,13832.0,1,"b"
"0020100","PORK. FRESH OR CHILLED-LB","LB","TOTAL",5147938.0,1981424.0,1,"b"
"0020500","PORK, FROZEN-POUND","POUND","CANADA",4660434.0,1617377.0,1,"b"
"0020500","PORK, FROZEN-POUND","POUND","N ZEAL",25058.0,8099.0,1,"b"
"0020500","PORK, FROZEN-POUND","POUND","TOTAL",4685492.0,1625476.0,1,"b"
"0021000","MUTTON, FRESH, CHILLED, OR FROZEN-LB","LB","CANADA",29656.0,8557.0,1,"b"
"0021000","MUTTON, FRESH, CHILLED, OR FROZEN-LB","LB","ICELAND and the set of the set of the set of the set of the set of the set of the set of the set of the set of the set of the set of the set of the set of the set of the set of the set of the set of the set of the set of the",244.0,68.0,1,"b"
"0021000","MUTTON, FRESH, CHILLED, OR FROZEN-LB","LB","AUSTRAL",2251.0,506.0,1,"b"
"0021000","MUTTON, FRESH, CHILLED, OR FROZEN-LB","LB","N ZEAL –",50642.0,16201.0,1,"b"
"0021000","MUTTON, FRESH, CHILLED, OR FROZEN-LB","LB","TOTAL",82793.0,25332.0,1,"b"
"0022000","LAMB, FRESH, CHILLED, OR FROZEN-LB","LB","CANADA",2683876.0,1585095.0,1,"b"
"0022000","LAMB, FRESH, CHILLED, OR FROZEN-LB","LB","ICELAND",1994889.0,845695.0,1,"b"
"0022000","LAMB, FRESH, CHILLED, OR FROZEN-LB","LB","IRELAND",271978.0,116940.0,1,"b"
"0022000","LAMB, FRESH, CHILLED, OR FROZEN-LB","LB","AUSTRAL",1479440.0,567725.0,1,"b"
"0022000","LAMB, FRESH, CHILLED, OR FROZEN-LB","LB","N ZEAL DI",222972.0,60933.0,1,"b"
"0022000","LAMB, FRESH, CHILLED, OR FROZEN-LB","LB","TOTAL",6653155.0,3176388.0,1,"b"
"0023200","REINDEER MEAT, FRESH, CHILLED, OR FROZEN-LB","LB","NORWAY",20780.0,8887.0,1,"b"
"0023200","REINDEER MEAT, FRESH, CHILLED, OR FROZEN-LB","LB","•",20.0,8887.0,1,"b"
"0023300","VENISON, FRESH, CHILLED OR FROZEN-LB","LB","CANADA",10289.0,2759.0,1,"b"
"0023300","VENISON, FRESH, CHILLED OR FROZEN-LB","LB","TOTAL",10289.0,2759.0,1,"b"
"0023500","GAME, EXCEPT BIRDS, NSPF, FRESH, CHILLED, OR FROZEN-LB","LB","CANADA",198217.0,62691.0,1,"b"
"0023500","GAME, EXCEPT BIRDS, NSPF, FRESH, CHILLED, OR FROZEN-LB","LB","IRELAND",3720.0,1013.0,1,"b"
"0023500","GAME, EXCEPT BIRDS, NSPF, FRESH, CHILLED, OR FROZEN-LB","LB","POLAND",1130.0,226.0,1,"b"
"0023500","GAME, EXCEPT BIRDS, NSPF, FRESH, CHILLED, OR FROZEN-LB","LB","AUSTRAL",2113511.0,558599.0,1,"b"
"0023500","GAME, EXCEPT BIRDS, NSPF, FRESH, CHILLED, OR FROZEN-LB","LB","TOTAL",2316578.0,622529.0,1,"b"
"0023600","OFFAL, EDIBLE, FRESH, CHILLED, OR FROZEN-LB","LB","CANADA",3421206.0,1444396.0,1,"b"
"0023600","OFFAL, EDIBLE, FRESH, CHILLED, OR FROZEN-LB","LB","MEXICO",11262.0,2300.0,1,"b"
"0023600","OFFAL, EDIBLE, FRESH, CHILLED, OR FROZEN-LB","LB","CUBA",166855.0,56063.0,1,"b"
"0023600","OFFAL, EDIBLE, FRESH, CHILLED, OR FROZEN-LB","LB","DOM REP",91056.0,24059.0,1,"b"
"0023600","OFFAL, EDIBLE, FRESH, CHILLED, OR FROZEN-LB","LB","ICELAND",10276.0,3010.0,1,"b"
"0023600","OFFAL, EDIBLE, FRESH, CHILLED, OR FROZEN-LB","LB","IRELAND 30,363AUSTRAL",107591.0,33150.0,1,"b"
"0023600","OFFAL, EDIBLE, FRESH, CHILLED, OR FROZEN-LB","LB","N ZEAL -",20313.0,4067.0,1,"b"
"0023600","OFFAL, EDIBLE, FRESH, CHILLED, OR FROZEN-LB","LB","TOTAL",3995443.0,1597408.0,1,"b"
"0023800","FROG LEGS, FRESH, CHILLED, OR FROZEN-LB","LB","CANADA",12375.0,13022.0,1,"b"
"0023800","FROG LEGS, FRESH, CHILLED, OR FROZEN-LB","LB","CUBA",253025.0,253463.0,1,"b"
"0023800","FROG LEGS, FRESH, CHILLED, OR FROZEN-LB","LB","CHINA",18.0,161.0,1,"b"
"0023800","FROG LEGS, FRESH, CHILLED, OR FROZEN-LB","LB","JAPAN",1158728.0,925848.0,1,"b"
"0023800","FROG LEGS, FRESH, CHILLED, OR FROZEN-LB","LB","TOTAL",1424146.0,1192494.0,1,"b"
"0023900","MEATS, NSPF, FRESH, CHILLED, OR FROZEN-LB","LB","CANADA",96134.0,63144.0,1,"b"
"0023900","MEATS, NSPF, FRESH, CHILLED, OR FROZEN-LB","LB","CUBA",2320.0,626.0,1,"b"
"0023900","MEATS, NSPF, FRESH, CHILLED, OR FROZEN-LB","LB","DOM REP",4594.0,1155.0,1,"b"
"0023900","MEATS, NSPF, FRESH, CHILLED, OR FROZEN-LB","LB","ICELAND",1100.0,570.0,1,"b"
"0023900","MEATS, NSPF, FRESH, CHILLED, OR FROZEN-LB","LB","IRELAND",1150.0,345.0,1,"b"
"0023900","MEATS, NSPF, FRESH, CHILLED, OR FROZEN-LB","LB","TOTAL",105298.0,65840.0,1,"b"
"0024000","TURKEYS, DEAD, FRESH, CHILLED, OR FROZEN-LB","LB","CANADA",992.0,556.0,1,"c"
"0024000","TURKEYS, DEAD, FRESH, CHILLED, OR FROZEN-LB","LB","MEXICO",369.0,108.0,1,"c"
"0024000","TURKEYS, DEAD, FRESH, CHILLED, OR FROZEN-LB","LB","DOM REP",241.0,133.0,1,"c"
"0024000","TURKEYS, DEAD, FRESH, CHILLED, OR FROZEN-LB","LB","TOTAL",1602.0,797.0,1,"c"
"0025400","CHICKENS & GUINEAS, DEAD, FRESH, CHILLED, OR FROZEN-LB","LB","CANADA",3050.0,1649.0,1,"c"
"0025400","CHICKENS & GUINEAS, DEAD, FRESH, CHILLED, OR FROZEN-LB","LB","JAPAN",873.0,502.0,1,"c"
"0025400","CHICKENS & GUINEAS, DEAD, FRESH, CHILLED, OR FROZEN-LB","LB","AUSTRAL",700.0,494.0,1,"c"
"0025400","CHICKENS & GUINEAS, DEAD, FRESH, CHILLED, OR FROZEN-LB","LB","TOTAL",4623.0,2645.0,1,"c"
"0025500","DUCKS & GEESE, DEAD, FRESH, CHILLED, OR FROZEN-LB","LB","CANADA",1295.0,591.0,1,"c"
"0025500","DUCKS & GEESE, DEAD, FRESH, CHILLED, OR FROZEN-LB","LB","TOTAL",1295.0,591.0,1,"c"
"0025900","DEAD BIRDS, NSPF, INCL GAME, FRESH, CHILLED, OR FROZEN-LB","LB","CANADA",584.0,187.0,1,"c"
"0025900","DEAD BIRDS, NSPF, INCL GAME, FRESH, CHILLED, OR FROZEN-LB","LB","U KING",3134.0,6348.0,1,"c"
"0025900","DEAD BIRDS, NSPF, INCL GAME, FRESH, CHILLED, OR FROZEN-LB","LB","AUSTRAL",936.0,433.0,1,"c"
"0025900","DEAD BIRDS, NSPF, INCL GAME, FRESH, CHILLED, OR FROZEN-LB","LB","TOTAL",4654.0,6968.0,1,"c"
"0026200","CHICKEN, WHOLE, PACKED IN AIRTIGHT CONTAINERS-LB","LB","CANADA -6",10.0,"",1,"c"
"0026200","CHICKEN, WHOLE, PACKED IN AIRTIGHT CONTAINERS-LB","LB","ARGENT",6735.0,5817.0,1,"c"
"0026200","CHICKEN, WHOLE, PACKED IN AIRTIGHT CONTAINERS-LB","LB","U KING",135.0,117.0,1,"c"
"0026200","CHICKEN, WHOLE, PACKED IN AIRTIGHT CONTAINERS-LB","LB","FRANCE",838.0,3990.0,1,"c"
"0026200","CHICKEN, WHOLE, PACKED IN AIRTIGHT CONTAINERS-LB","LB","HG KONG",424.0,649.0,1,"c"
"0026200","CHICKEN, WHOLE, PACKED IN AIRTIGHT CONTAINERS-LB","LB","JAPAN",4749.0,4160.0,1,"c"
"0026200","CHICKEN, WHOLE, PACKED IN AIRTIGHT CONTAINERS-LB","LB","TOTAL",12891.0,14739.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","CANADA 970-","",637.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","MEXICO",4426.0,2112.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","ARGENT",15746.0,16141.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","NORWAY",1440.0,1011.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","DENMARK",433.0,259.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","U KING",2281.0,2424.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","BELGIUM",736.0,1286.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","FRANCE",54793.0,194829.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","HUNGARY",4312.0,11690.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","SWITZLD",2300.0,13125.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","PT ASIA",1159.0,1631.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","CHINA",125567.0,131796.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","HG KONG",86651.0,112690.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","JAPAN",64093.0,58722.0,1,"c"
"0026800","BIRDS, INCLUDING POULTRY PREPARED OR PRESERVED, NSPF-LB","LB","TOTAL",364907.0,548353.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","CANADA",117565.0,53093.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","MEXICO",3634253.0,918360.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","BRAZIL",3185221.0,860606.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","PARAGUA",423579.0,125726.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","URUGUAY",15757116.0,4930064.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","ARGENT",130384153.0,41784797.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","DENMARK",88.0,32.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","U KING",88430.0,18972.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","IRELAND",131340.0,48362.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","NETHLDS",47170.0,26670.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","AUSTRAL",148116.0,30360.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","ALGERIA",17990.0,5500.0,1,"c"
"0028000","BEEF, CANNED, INCLUDING CORNED BEEF-LB","LB","TOTAL",153935021.0,48802542.0,1,"c"
"0029000","BEEF & VEAL, PICKLED OR CURED-LB","LB","CANADA",269070.0,98649.0,1,"c"
"0029000","BEEF & VEAL, PICKLED OR CURED-LB","LB","MEXICO",47214290.0,17898498.0,1,"c"
"0029000","BEEF & VEAL, PICKLED OR CURED-LB","LB","BRAZIL",2543792.0,782958.0,1,"c"
"0029000","BEEF & VEAL, PICKLED OR CURED-LB","LB","URUGUAY",2894681.0,834245.0,1,"c"
"0029000","BEEF & VEAL, PICKLED OR CURED-LB","LB","ARGENT",11462461.0,2984203.0,1,"c"
"0029000","BEEF & VEAL, PICKLED OR CURED-LB","LB","DENMARK",280523.0,99428.0,1,"c"
"0000000","","","NETHLDS",3774.0,1217.0,1,"d"
"0000000","","","FRANCE",69718.0,25391.0,1,"d"
"0000000","","","TOTAL",64738309.0,22724589.0,1,"d"
"0030100","HAMS, BACON, ETC. NOT COOKED, BONED, OR CANNED, OR SAUSAGE-LB","LB","CANADA",4194595.0,2620593.0,1,"d"
"0030100","HAMS, BACON, ETC. NOT COOKED, BONED, OR CANNED, OR SAUSAGE-LB","LB","DENMARK",32732.0,19733.0,1,"d"
"0030100","HAMS, BACON, ETC. NOT COOKED, BONED, OR CANNED, OR SAUSAGE-LB","LB","U KING",12599.0,7400.0,1,"d"
"0030100","HAMS, BACON, ETC. NOT COOKED, BONED, OR CANNED, OR SAUSAGE-LB","LB","IRELAND",31686.0,13262.0,1,"d"
"0030100","HAMS, BACON, ETC. NOT COOKED, BONED, OR CANNED, OR SAUSAGE-LB","LB","NETHLDS",6331.0,5871.0,1,"d"
"0030100","HAMS, BACON, ETC. NOT COOKED, BONED, OR CANNED, OR SAUSAGE-LB","LB","POLAND",589.0,288.0,1,"d"
"0030100","HAMS, BACON, ETC. NOT COOKED, BONED, OR CANNED, OR SAUSAGE-LB","LB","TOTAL",4278532.0,2667147.0,1,"d"
"0030500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, NES-LB","LB","CANADA",16094.0,16925.0,1,"d"
"0030500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, NES-LB","LB","SWEDEN",551.0,307.0,1,"d"
"0030500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, NES-LB","LB","DENMARK",211.0,238.0,1,"d"
"0030500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, NES-LB","LB","FRANCE",661.0,735.0,1,"d"
"0030500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, NES-LB","LB","ITALY",67094.0,60100.0,1,"d"
"0030500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, NES-LB","LB","TOTAL",84611.0,78305.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","CANADA",7774374.0,6277953.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","ARGENT",384.0,300.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","SWEDEN",185763.0,147034.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","DENMARK",4137300.0,3380870.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","U KING",17064.0,12100.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","NETHLDS",15889790.0,12772716.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","BELGIUM",14374.0,9863.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","FRANCE",43720.0,39499.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","GERMANY",21888.0,16863.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","CZECHO",94026.0,58663.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","SWITZLD",20955.0,18088.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","POLAND",5123864.0,3955938.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","ITALY",6647.0,5575.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","HG KONG",144.0,144.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","AUSTRAL",12892.0,7557.0,1,"d"
"0030900","HAMS, SHOULDERS, & BACON, NES-LB","LB","TOTAL",33343185.0,26703163.0,1,"d"
"0031100","PORK, PICKLED OR SALTED, NOT COOKED, BONED, CANNED, OR SAUSAGE-LB","LB","CANADA",253915.0,32256.0,1,"d"
"0031100","PORK, PICKLED OR SALTED, NOT COOKED, BONED, CANNED, OR SAUSAGE-LB","LB","POLAND",18844.0,3769.0,1,"d"
"0031100","PORK, PICKLED OR SALTED, NOT COOKED, BONED, CANNED, OR SAUSAGE-LB","LB","TOTAL",272759.0,36025.0,1,"d"
"0031500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, PICKLED OR SALTED-LB","LB","CANADA",62011.0,67573.0,1,"d"
"0031500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, PICKLED OR SALTED-LB","LB","TOTAL",4600.0,"",1,"d"
"0031500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, PICKLED OR SALTED-LB","LB","CUBA","",4094.0,1,"d"
"0031500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, PICKLED OR SALTED-LB","LB","NORWAY",1308.0,508.0,1,"d"
"0031500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, PICKLED OR SALTED-LB","LB","DENMARK",3435.0,2326.0,1,"d"
"0031500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, PICKLED OR SALTED-LB","LB","NETHLDS",6739.0,4903.0,1,"d"
"0031500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, PICKLED OR SALTED-LB","LB","FRANCE",1662.0,1499.0,1,"d"
"0031500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, PICKLED OR SALTED-LB","LB","SWITZLD",130.0,71.0,1,"d"
"0031500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, PICKLED OR SALTED-LB","LB","ITALY",391953.0,358623.0,1,"d"
"0031500","PORK SAUSAGE, EXCEPT FRESH PORK SAUSAGE, PICKLED OR SALTED-LB","LB","TOTAL",471838.0,439597.0,1,"d"
"0031900","PORK, PICKLED, SALTED, NES-LB","LB","CANADA",359170.0,233393.0,1,"d"
"0031900","PORK, PICKLED, SALTED, NES-LB","LB","CUBA",2025.0,1819.0,1,"d"
"0031900","PORK, PICKLED, SALTED, NES-LB","LB","DOM REP",1678.0,671.0,1,"d"
"0031900","PORK, PICKLED, SALTED, NES-LB","LB","DENMARK",25344.0,19688.0,1,"d"
"0031900","PORK, PICKLED, SALTED, NES-LB","LB","NETHLDS",262229.0,211769.0,1,"d"
"0031900","PORK, PICKLED, SALTED, NES-LB","LB","FRANCE",1868.0,842.0,1,"d"
"0031900","PORK, PICKLED, SALTED, NES-LB","LB","SWITZLD",8036.0,7884.0,1,"d"
"0031900","PORK, PICKLED, SALTED, NES-LB","LB","ITALY",7677.0,6388.0,1,"d"
"0031900","PORK, PICKLED, SALTED, NES-LB","LB","TOTAL",668027.0,482454.0,1,"d"
"0032100","MEAT PASTE EXCEPT LIVER, PREP OR PRES, AIRTIGHT CONTAINERS-LB","LB","U KING",7097.0,3740.0,1,"d"
"0032100","MEAT PASTE EXCEPT LIVER, PREP OR PRES, AIRTIGHT CONTAINERS-LB","LB","FRANCE",390.0,300.0,1,"d"
"0032100","MEAT PASTE EXCEPT LIVER, PREP OR PRES, AIRTIGHT CONTAINERS-LB","LB","SWITZLD",602.0,567.0,1,"d"
"0032100","MEAT PASTE EXCEPT LIVER, PREP OR PRES, AIRTIGHT CONTAINERS-LB","LB","TOTAL",8089.0,4607.0,1,"d"
"0032800","FROG LEGS, PREPARED OR PRESERVED-LB","LB","CHINA",25.0,355.0,2,"a"
"0032800","FROG LEGS, PREPARED OR PRESERVED-LB","LB","TOTAL",25.0,355.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","CANADA",10857208.0,6107330.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","MEXICO",517089.0,209908.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","PANAMA",1200.0,1681.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","CUBA",1200.0,328.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","JAMAICA",144.0,86.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","DOM REP",5030.0,1464.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","N ANTIL",186.0,56.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","BRAZIL",92160.0,21065.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","URUGUAY",325984.0,132454.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","ARGENT",431238.0,167187.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","SWEDEN",9981.0,5387.0,2,"a"
"0032900","MEATS, CANNED, NES & PREPARED OR PRESERVED MEATS, NSPF-LB","LB","NORWAY",2646.0,360.0,2,"a"
